"first_img"	"inquisition_img"	"doc_date"	"parish"	"the_deceased"	"given"	"surname"	"gender"	"verdict"	"cause_of_death"	"deceased_additional_info"	"has_depositions"	"lonlives_url"	"lonlives_document_ref"	"source"
"WACWIC652370185"	"WACWIC652370186"	"1797-03-30"	"St Martin in the Fields"	"William Gimson"	"William"	"Gimson"	"m"	"suicide (insane)"	"shot himself"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652370185"	"WACWIC65237"	"Westminster Coroners' Inquests, 1797, Westminster Abbey Muniment Room"
"WACWIC652370194"	"WACWIC652370195"	"1797-04-06"	"St James"	"John Jackson"	"John"	"Jackson"	"m"	"suicide (insane)"	"shot himself"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652370194"	"WACWIC65237"	"Westminster Coroners' Inquests, 1797, Westminster Abbey Muniment Room"
"WACWIC652370207"	"WACWIC652370208"	"1797-04-08"	"St George Hanover Square"	"Thomas Wallis"	"Thomas"	"Wallis"	"m"	"accidental"	"fell from a horse"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652370207"	"WACWIC65237"	"Westminster Coroners' Inquests, 1797, Westminster Abbey Muniment Room"
"WACWIC652370217"	"WACWIC652370218"	"1797-04-19"	"St Margaret"	"James Aldridge"	"James"	"Aldridge"	"m"	"accidental"	"kicked by a horse"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652370217"	"WACWIC65237"	"Westminster Coroners' Inquests, 1797, Westminster Abbey Muniment Room"
"WACWIC652370226"	"WACWIC652370227"	"1797-04-20"	"St George Hanover Square"	"William Allen"	"William"	"Allen"	"m"	"accidental"	"blow to the head during a fight"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652370226"	"WACWIC65237"	"Westminster Coroners' Inquests, 1797, Westminster Abbey Muniment Room"
"WACWIC652370237"	"WACWIC652370238"	"1797-04-21"	"St Margaret"	"James Cornish"	"James"	"Cornish"	"m"	"natural causes"	""	"prisoner, Tothill Fields Bridewell"	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652370237"	"WACWIC65237"	"Westminster Coroners' Inquests, 1797, Westminster Abbey Muniment Room"
"WACWIC652370245"	"WACWIC652370246"	"1797-04-22"	"St Martin in the Fields"	"Richard Lane"	"Richard"	"Lane"	"m"	"natural causes"	""	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652370245"	"WACWIC65237"	"Westminster Coroners' Inquests, 1797, Westminster Abbey Muniment Room"
"WACWIC652370253"	"WACWIC652370254"	"1797-04-27"	"St Martin in the Fields"	"Unnamed man"	""	""	"m"	"undetermined"	"found drowned"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652370253"	"WACWIC65237"	"Westminster Coroners' Inquests, 1797, Westminster Abbey Muniment Room"
"WACWIC652370261"	"WACWIC652370262"	"1797-05-10"	"St Margaret"	"Sarah Platt"	"Sarah"	"Platt"	"f"	"suicide (insane)"	"cut her throat"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652370261"	"WACWIC65237"	"Westminster Coroners' Inquests, 1797, Westminster Abbey Muniment Room"
"WACWIC652370271"	"WACWIC652370272"	"1797-05-12"	"St Martin in the Fields"	"Thomas Futell"	"Thomas"	"Futell"	"m"	"accidental"	"struck on head driving under a low gateway"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652370271"	"WACWIC65237"	"Westminster Coroners' Inquests, 1797, Westminster Abbey Muniment Room"
"WACWIC652370279"	"WACWIC652370280"	"1797-05-19"	"St George Hanover Square"	"Brass de Bomorte"	"Brass"	"de Bomorte"	"m"	"natural causes"	"intoxication"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652370279"	"WACWIC65237"	"Westminster Coroners' Inquests, 1797, Westminster Abbey Muniment Room"
"WACWIC652370286"	"WACWIC652370287"	"1797-05-22"	"St George Hanover Square"	"Unnamed man"	""	""	"m"	"undetermined"	"found drowned"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652370286"	"WACWIC65237"	"Westminster Coroners' Inquests, 1797, Westminster Abbey Muniment Room"
"WACWIC652370295"	"WACWIC652370296"	"1797-05-24"	"St Margaret"	"Unnamed male child"	""	""	"m"	"homicide"	"drowned"	"new born child"	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652370295"	"WACWIC65237"	"Westminster Coroners' Inquests, 1797, Westminster Abbey Muniment Room"
"WACWIC652370304"	"WACWIC652370305"	"1797-05-27"	"St Martin in the Fields"	"Elizabeth King"	"Elizabeth"	"King"	"f"	"accidental"	"run over by a coach"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652370304"	"WACWIC65237"	"Westminster Coroners' Inquests, 1797, Westminster Abbey Muniment Room"
"WACWIC652370314"	"WACWIC652370315"	"1797-05-27"	"St Martin in the Fields"	"Edward Giles"	"Edward"	"Giles"	"m"	"accidental"	"drowned"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652370314"	"WACWIC65237"	"Westminster Coroners' Inquests, 1797, Westminster Abbey Muniment Room"
"WACWIC652370320"	"WACWIC652370321"	"1797-05-29"	"St George Hanover Square"	"Mary List"	"Mary"	"List"	"f"	"suicide (insane)"	"cut her throat"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652370320"	"WACWIC65237"	"Westminster Coroners' Inquests, 1797, Westminster Abbey Muniment Room"
"WACWIC652370330"	"WACWIC652370331"	"1797-06-10"	"St Margaret"	"Robert Hayley"	"Robert"	"Hayley"	"m"	"accidental"	"fell when someone pulled away his chair"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652370330"	"WACWIC65237"	"Westminster Coroners' Inquests, 1797, Westminster Abbey Muniment Room"
"WACWIC652370340"	"WACWIC652370341"	"1797-10-12"	"St George Hanover Square"	"Unnamed male child"	""	""	"m"	"accidental"	"drowned"	"child"	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652370340"	"WACWIC65237"	"Westminster Coroners' Inquests, 1797, Westminster Abbey Muniment Room"
"WACWIC652370349"	"WACWIC652370350"	"1797-06-13"	"St John the Evangelist"	"William Tatton"	"William"	"Tatton"	"m"	"accidental"	"fell from a staircase"	"child"	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652370349"	"WACWIC65237"	"Westminster Coroners' Inquests, 1797, Westminster Abbey Muniment Room"
"WACWIC652370359"	"WACWIC652370360"	"1797-06-17"	"St Margaret"	"John Lee"	"John"	"Lee"	"m"	"suicide (insane)"	"drowned"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652370359"	"WACWIC65237"	"Westminster Coroners' Inquests, 1797, Westminster Abbey Muniment Room"
"WACWIC652370368"	"WACWIC652370369"	"1797-06-30"	"St Margaret"	"Martha Johnson"	"Martha"	"Johnson"	"f"	"natural causes"	""	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652370368"	"WACWIC65237"	"Westminster Coroners' Inquests, 1797, Westminster Abbey Muniment Room"
"WACWIC652370376"	"WACWIC652370377"	"1797-07-03"	"St George Hanover Square"	"William Young"	"William"	"Young"	"m"	"natural causes"	"an asthma"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652370376"	"WACWIC65237"	"Westminster Coroners' Inquests, 1797, Westminster Abbey Muniment Room"
"WACWIC652370385"	"WACWIC652370386"	"1797-07-06"	"St James"	"John Kippin"	"John"	"Kippin"	"m"	"suicide (insane)"	"drowned"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652370385"	"WACWIC65237"	"Westminster Coroners' Inquests, 1797, Westminster Abbey Muniment Room"
"WACWIC652370395"	"WACWIC652370396"	"1797-07-06"	"St George Hanover Square"	"John Rees"	"John"	"Rees"	"m"	"natural causes"	"consumption"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652370395"	"WACWIC65237"	"Westminster Coroners' Inquests, 1797, Westminster Abbey Muniment Room"
"WACWIC652370405"	"WACWIC652370406"	"1797-07-07"	"St James"	"Thomas Dickson"	"Thomas"	"Dickson"	"m"	"accidental"	"killed by a cart wheel"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652370405"	"WACWIC65237"	"Westminster Coroners' Inquests, 1797, Westminster Abbey Muniment Room"
"WACWIC652370415"	"WACWIC652370416"	"1797-07-08"	"St James"	"John de Bue"	"John"	"de Bue"	"m"	"suicide (insane)"	"hanged himself"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652370415"	"WACWIC65237"	"Westminster Coroners' Inquests, 1797, Westminster Abbey Muniment Room"
"WACWIC652370425"	"WACWIC652370426"	"1797-07-10"	"St Margaret"	"John Bate"	"John"	"Bate"	"m"	"natural causes"	"apoplexy"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652370425"	"WACWIC65237"	"Westminster Coroners' Inquests, 1797, Westminster Abbey Muniment Room"
"WACWIC652370434"	"WACWIC652370435"	"1797-07-11"	"St Anne Soho"	"- Shepherd"	"-"	"Shepherd"	"f"	"natural causes"	""	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652370434"	"WACWIC65237"	"Westminster Coroners' Inquests, 1797, Westminster Abbey Muniment Room"
"WACWIC652370444"	"WACWIC652370445"	"1797-07-13"	"St Margaret"	"Thomas Tansley"	"Thomas"	"Tansley"	"m"	"accidental"	"fell into a boiler of soap"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652370444"	"WACWIC65237"	"Westminster Coroners' Inquests, 1797, Westminster Abbey Muniment Room"
"WACWIC652370453"	"WACWIC652370454"	"1797-07-14"	"St James"	"Mary Harris Brooks"	"Mary Harris"	"Brooks"	"f"	"accidental"	"fell from a window"	"child"	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652370453"	"WACWIC65237"	"Westminster Coroners' Inquests, 1797, Westminster Abbey Muniment Room"
"WACWIC652370461"	"WACWIC652370462"	"1797-07-15"	"St George Hanover Square"	"William Raven"	"William"	"Raven"	"m"	"natural causes"	""	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652370461"	"WACWIC65237"	"Westminster Coroners' Inquests, 1797, Westminster Abbey Muniment Room"
"WACWIC652370470"	"WACWIC652370471"	"1797-07-17"	"St John the Evangelist"	"Thomas Barber"	"Thomas"	"Barber"	"m"	"accidental"	"drowned while bathing"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652370470"	"WACWIC65237"	"Westminster Coroners' Inquests, 1797, Westminster Abbey Muniment Room"
"WACWIC652370479"	"WACWIC652370480"	"1797-07-18"	"St Margaret"	"Mary Davis"	"Mary"	"Davis"	"f"	"undetermined"	"found drowned"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652370479"	"WACWIC65237"	"Westminster Coroners' Inquests, 1797, Westminster Abbey Muniment Room"
"WACWIC652370487"	"WACWIC652370488"	"1797-07-18"	"St Margaret"	"Richard Crowe"	"Richard"	"Crowe"	"m"	"suicide (insane)"	"hanged himself"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652370487"	"WACWIC65237"	"Westminster Coroners' Inquests, 1797, Westminster Abbey Muniment Room"
"WACWIC652370498"	"WACWIC652370499"	"1797-07-18"	"St Margaret"	"James Elms"	"James"	"Elms"	"m"	"accidental"	"drowned"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652370498"	"WACWIC65237"	"Westminster Coroners' Inquests, 1797, Westminster Abbey Muniment Room"
"WACWIC652370508"	"WACWIC652370509"	"1797-07-19"	"St George Hanover Square"	"John Case"	"John"	"Case"	"m"	"accidental"	"drowned"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652370508"	"WACWIC65237"	"Westminster Coroners' Inquests, 1797, Westminster Abbey Muniment Room"
"WACWIC652370517"	"WACWIC652370518"	"1797-07-19"	"St George Hanover Square"	"George Humphries"	"George"	"Humphries"	"m"	"accidental"	"fell from a scaffold"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652370517"	"WACWIC65237"	"Westminster Coroners' Inquests, 1797, Westminster Abbey Muniment Room"
"WACWIC652370521"	"WACWIC652370522"	"1797-07-25"	"St Margaret"	"Eleanor Reinhold"	"Eleanor"	"Reinhold"	"f"	"natural causes"	"a fever"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652370521"	"WACWIC65237"	"Westminster Coroners' Inquests, 1797, Westminster Abbey Muniment Room"
"WACWIC652370531"	"WACWIC652370532"	"1797-07-31"	"St George Hanover Square"	"Ann Stocks"	"Ann"	"Stocks"	"f"	"natural causes"	"apoplectic fit"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652370531"	"WACWIC65237"	"Westminster Coroners' Inquests, 1797, Westminster Abbey Muniment Room"
"WACWIC652370539"	"WACWIC652370540"	"1797-08-07"	"St Margaret"	"Edith Pepper"	"Edith"	"Pepper"	"f"	"suicide (insane)"	"hanged herself"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652370539"	"WACWIC65237"	"Westminster Coroners' Inquests, 1797, Westminster Abbey Muniment Room"
"WACWIC652370548"	"WACWIC652370549"	"1797-08-09"	"St Margaret"	"Mary Holland"	"Mary"	"Holland"	"f"	"suicide (insane)"	"drowned"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652370548"	"WACWIC65237"	"Westminster Coroners' Inquests, 1797, Westminster Abbey Muniment Room"
"WACWIC652370557"	"WACWIC652370558"	"1797-08-09"	"St Margaret"	"Unnamed man"	""	""	"m"	"undetermined"	"found drowned"	""	""	"https://www.londonlives.org/browse.jsp?div=WACWIC652370557"	"WACWIC65237"	"Westminster Coroners' Inquests, 1797, Westminster Abbey Muniment Room"
"WACWIC652370559"	"WACWIC652370560"	"1797-08-09"	"St George Hanover Square"	"James "	"James"	""	"m"	"accidental"	"fell from a house"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652370559"	"WACWIC65237"	"Westminster Coroners' Inquests, 1797, Westminster Abbey Muniment Room"
"WACWIC652370563"	"WACWIC652370564"	"1797-08-19"	"St James"	"- Mountmorres"	"-"	"Mountmorres"	"m"	"suicide (insane)"	"shot himself"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652370563"	"WACWIC65237"	"Westminster Coroners' Inquests, 1797, Westminster Abbey Muniment Room"
"WACWIC652370574"	"WACWIC652370575"	"1797-08-22"	"St George Hanover Square"	"Paul Carlswilk"	"Paul"	"Carlswilk"	"m"	"accidental"	"fell off a scaffold"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652370574"	"WACWIC65237"	"Westminster Coroners' Inquests, 1797, Westminster Abbey Muniment Room"
"WACWIC652370583"	"WACWIC652370584"	"1797-08-30"	"St Margaret"	"Elizabeth Timberlake"	"Elizabeth"	"Timberlake"	"f"	"suicide (insane)"	"drowned"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652370583"	"WACWIC65237"	"Westminster Coroners' Inquests, 1797, Westminster Abbey Muniment Room"
"WACWIC652370592"	"WACWIC652370593"	"1797-08-20"	"St Martin in the Fields"	"Unnamed female child"	""	""	"f"	"undetermined"	"found dead"	"new born child"	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652370592"	"WACWIC65237"	"Westminster Coroners' Inquests, 1797, Westminster Abbey Muniment Room"
"WACWIC652370601"	"WACWIC652370602"	"1798-10-03"	"St Martin in the Fields"	"Unnamed female child"	""	""	"f"	"natural causes"	"still born"	"new born child"	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652370601"	"WACWIC65237"	"Westminster Coroners' Inquests, 1797, Westminster Abbey Muniment Room"
"WACWIC652370610"	"WACWIC652370611"	"1797-10-05"	"St James"	"Sarah Hughs"	"Sarah"	"Hughs"	"f"	"suicide (insane)"	"hanged herself"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652370610"	"WACWIC65237"	"Westminster Coroners' Inquests, 1797, Westminster Abbey Muniment Room"
"WACWIC652370617"	"WACWIC652370618"	"1797-10-16"	"St Clement Danes"	"Unnamed man"	""	""	"m"	"natural causes"	""	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652370617"	"WACWIC65237"	"Westminster Coroners' Inquests, 1797, Westminster Abbey Muniment Room"
"WACWIC652370626"	"WACWIC652370627"	"1797-10-18"	"St Margaret"	"Unnamed female child"	""	""	"f"	"natural causes"	"still born"	"new born child"	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652370626"	"WACWIC65237"	"Westminster Coroners' Inquests, 1797, Westminster Abbey Muniment Room"
"WACWIC652370636"	"WACWIC652370637"	"1797-10-27"	"St Anne Soho"	"Humphrey Brewster"	"Humphrey"	"Brewster"	"m"	"suicide (insane)"	"shot himself"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652370636"	"WACWIC65237"	"Westminster Coroners' Inquests, 1797, Westminster Abbey Muniment Room"
"WACWIC652370645"	"WACWIC652370646"	"1797-11-04"	"St James"	"George Ware"	"George"	"Ware"	"m"	"homicide"	"stabbed in the head"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652370645"	"WACWIC65237"	"Westminster Coroners' Inquests, 1797, Westminster Abbey Muniment Room"
"WACWIC652370659"	"WACWIC652370660"	"1797-11-08"	"St Margaret"	"John Powar"	"John"	"Powar"	"m"	"suicide (insane)"	"shot himself"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652370659"	"WACWIC65237"	"Westminster Coroners' Inquests, 1797, Westminster Abbey Muniment Room"
"WACWIC652370667"	"WACWIC652370668"	"1797-11-11"	"St James"	"George Quinton"	"George"	"Quinton"	"m"	"accidental"	"fell from a window"	"child"	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652370667"	"WACWIC65237"	"Westminster Coroners' Inquests, 1797, Westminster Abbey Muniment Room"
"WACWIC652370676"	"WACWIC652370677"	"1797-11-16"	"St Margaret"	"William Bllby"	"William"	"Bllby"	"m"	"accidental"	"killed by a cart"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652370676"	"WACWIC65237"	"Westminster Coroners' Inquests, 1797, Westminster Abbey Muniment Room"
"WACWIC652370685"	"WACWIC652370686"	"1797-11-23"	"St Clement Danes"	"Matthew Soobey"	"Matthew"	"Soobey"	"m"	"accidental"	"fell down stairs"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652370685"	"WACWIC65237"	"Westminster Coroners' Inquests, 1797, Westminster Abbey Muniment Room"
"WACWIC652370694"	"WACWIC652370695"	"1797-11-24"	"St Margaret"	"Charles Sealey"	"Charles"	"Sealey"	"m"	"accidental"	"fell into mash tub and scalded"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652370694"	"WACWIC65237"	"Westminster Coroners' Inquests, 1797, Westminster Abbey Muniment Room"
"WACWIC652370704"	"WACWIC652370705"	"1797-11-28"	"St George Hanover Square"	"Lawrence James"	"Lawrence"	"James"	"m"	"natural causes"	""	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652370704"	"WACWIC65237"	"Westminster Coroners' Inquests, 1797, Westminster Abbey Muniment Room"
"WACWIC652370721"	"WACWIC652370722"	"1797-11-30"	"St George Hanover Square"	"Ann Barrett"	"Ann"	"Barrett"	"f"	"suicide (insane)"	"hanged herself"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652370721"	"WACWIC65237"	"Westminster Coroners' Inquests, 1797, Westminster Abbey Muniment Room"
"WACWIC652370729"	"WACWIC652370730"	"1797-12-01"	"St Margaret"	"Unnamed man"	""	""	"m"	"undetermined"	"found drowned"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652370729"	"WACWIC65237"	"Westminster Coroners' Inquests, 1797, Westminster Abbey Muniment Room"
"WACWIC652370738"	"WACWIC652370739"	"1797-12-04"	"St George Hanover Square"	"Joseph Bowring"	"Joseph"	"Bowring"	"m"	"natural causes"	""	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652370738"	"WACWIC65237"	"Westminster Coroners' Inquests, 1797, Westminster Abbey Muniment Room"
"WACWIC652370747"	"WACWIC652370748"	"1797-12-08"	"St George Hanover Square"	"Sarah Stone"	"Sarah"	"Stone"	"f"	"suicide (insane)"	"drowned"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652370747"	"WACWIC65237"	"Westminster Coroners' Inquests, 1797, Westminster Abbey Muniment Room"
"WACWIC652370756"	"WACWIC652370757"	"1797-12-11"	"St Martin in the Fields"	"Henry Muttlow"	"Henry"	"Muttlow"	"m"	"accidental"	"hit by a hogshead of sugar"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652370756"	"WACWIC65237"	"Westminster Coroners' Inquests, 1797, Westminster Abbey Muniment Room"
"WACWIC652370765"	"WACWIC652370766"	"1797-12-13"	"St George Hanover Square"	"Mary Pearson"	"Mary"	"Pearson"	"f"	"natural causes"	""	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652370765"	"WACWIC65237"	"Westminster Coroners' Inquests, 1797, Westminster Abbey Muniment Room"
"WACWIC652370775"	"WACWIC652370776"	"1797-12-29"	"St Margaret"	"Susanna Lansdown"	"Susanna"	"Lansdown"	"f"	"accidental"	"run over by a cart"	"child"	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652370775"	"WACWIC65237"	"Westminster Coroners' Inquests, 1797, Westminster Abbey Muniment Room"
"WACWIC652370784"	"WACWIC652370785"	"1797-12-29"	"St Margaret"	"Neil Stephenson"	"Neil"	"Stephenson"	"m"	"suicide (insane)"	"drowned"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652370784"	"WACWIC65237"	"Westminster Coroners' Inquests, 1797, Westminster Abbey Muniment Room"
"WACWIC652380002"	"WACWIC652380003"	"1798-01-03"	"St Margaret"	"Edward Lamprt Swabey"	"Edward Lamprt"	"Swabey"	"m"	"natural causes"	""	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652380002"	"WACWIC65238"	"Westminster Coroners' Inquests, 1798, Westminster Abbey Muniment Room"
"WACWIC652380012"	"WACWIC652380013"	"1798-01-08"	"St James"	"Francis Vulliani"	"Francis"	"Vulliani"	"m"	"accidental"	"fell from a house onto a stone pavement"	"child"	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652380012"	"WACWIC65238"	"Westminster Coroners' Inquests, 1798, Westminster Abbey Muniment Room"
"WACWIC652380023"	"WACWIC652380024"	"1798-01-09"	"St James"	"James Parker"	"James"	"Parker"	"m"	"natural causes"	""	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652380023"	"WACWIC65238"	"Westminster Coroners' Inquests, 1798, Westminster Abbey Muniment Room"
